pfam_id,primary_role,resistant,reason
PF03527,other,no,The RHS domain does not have a specific function related to biosynthetic gene clusters or resistance.
PF03534,other,no,"The description does not provide information indicating a specific functional role related to biosynthesis, tailoring, transport, or regulation."
PF03536,other,no,The domain VRP3 does not have a specific functional role related to biosynthetic gene clusters or resistance.
PF03537,other,no,"The domain is a glycosyl-hydrolase involved in carbohydrate metabolism, not directly related to biosynthetic gene clusters."
PF03538,other,no,The domain VRP1 does not have a specific function related to biosynthetic gene clusters or resistance.
PF03543,other,no,"The domain is a peptidase, which does not directly relate to biosynthetic gene clusters or resistance."
PF03544,transport,no,The TonB_C domain is involved in the transport of iron-siderophore complexes but does not confer resistance.
PF03547,transport,no,"Includes auxin efflux carrier proteins, which are transporters but not specifically related to resistance."
PF03548,other,no,The description does not provide specific information about the functional role of LolA in biosynthesis or resistance.
PF03550,other,no,The description does not provide information indicating a specific biosynthetic function or resistance.
PF03551,regulation,no,"PadR is a transcriptional regulator involved in gene expression, not directly related to resistance."
PF03552,other,no,"Cellulose synthase is involved in the synthesis of cellulose, which is not directly related to biosynthetic gene clusters or resistance."
PF03553,transport,no,Na+/H+ antiporters are involved in ion transport but not specifically in resistance or self-protection.
PF03559,tailoring,no,"The domain is involved in the modification of sugar precursors in antibiotic biosynthesis, indicating a tailoring function."
PF03561,other,no,Allantoicase is involved in nitrogen metabolism and does not directly relate to biosynthetic pathways or resistance.
PF03562,other,no,"The MltA domain is involved in peptidoglycan binding and is part of a transglycosylase enzyme, but it does not directly relate to biosynthetic processes or resistance."
PF03567,tailoring,no,"Sulfotransferases modify compounds by adding sulfate groups, which is a tailoring function."
PF03571,other,no,"The domain is a peptidase, which does not directly relate to biosynthetic functions or resistance."
PF03572,other,no,The domain is a peptidase but lacks specific information linking it to biosynthetic functions or resistance.
PF03573,transport,no,"OprD is an outer membrane protein that is involved in transport, but not specifically related to resistance."
PF03574,other,no,"The domain is a peptidase, which does not directly relate to biosynthetic pathways or resistance."
PF03575,other,no,The domain is a peptidase but does not have a specific role in biosynthetic gene clusters or resistance.
PF03576,other,no,"The domain is a peptidase, which does not directly relate to biosynthetic gene clusters or resistance."
PF03577,other,no,"Peptidase_C69 is a peptidase domain, which does not directly relate to biosynthetic gene clusters or resistance."
PF03583,other,no,Lipases are involved in lipid metabolism and not directly related to biosynthetic gene clusters or resistance.
PF03588,other,no,The domain is not specifically related to biosynthetic functions or resistance.
PF03589,regulation,no,"Antiterm proteins regulate gene expression by modifying RNA polymerase, but are not involved in resistance or self-protection."
PF03590,other,no,"The domain AsnA does not have a specific biosynthetic function related to core, tailoring, transport, or regulation."
PF03591,other,no,The description does not provide any information indicating a specific functional role related to biosynthesis or resistance.
PF03592,other,no,"Terminase_2 is involved in viral DNA packaging, which does not fit into the biosynthetic roles of core, tailoring, or transport."
PF03594,other,no,The domain BenE does not have a specific functional role related to biosynthetic processes or resistance based on the provided description.
PF03595,transport,yes,"The description mentions that one homologue functions as a tellurite resistance protein and that it is characterized as a sulfite efflux pump, indicating a role in resistance."
PF03596,other,no,"The domain 'Cad' does not provide specific information indicating a role in biosynthesis, modification, transport, or regulation."
PF03597,other,no,The description does not provide information indicating a specific biosynthetic function or resistance.
PF03598,other,no,The description does not provide specific information about the functional role of the domain.
PF03599,other,no,The description does not provide specific information about the functional role of the domain.
PF03600,other,no,The description does not provide specific information about the functional role of the domain.
PF03601,other,no,The domain name and description do not provide specific information about its function related to biosynthetic gene clusters.
PF03602,other,no,The domain name and description do not provide specific information related to biosynthetic functions or resistance.
PF03603,other,no,The domain is not specifically related to biosynthetic functions or resistance.
