pfam_id,clan_id,description
PF03478,CL0186,KIB1-4 beta-propeller
PF03479,CL0615,Plants and Prokaryotes Conserved (PCC) domain
PF03480,CL0177,"Bacterial extracellular solute-binding protein, family 7"
PF03481,CL0113,"Threonylcarbamoyl-AMP synthase, C-terminal domain"
PF03482,,sic protein repeat
PF03483,CL0383,B3/4 domain
PF03484,CL0123,tRNA synthetase B5 domain
PF03485,,Arginyl tRNA synthetase N terminal domain
PF03486,CL0063,HI0933-like protein Rossmann domain
PF03487,CL0053,Interleukin-13
PF03488,CL0239,Nematode insulin-related peptide beta type
PF03489,CL0707,"Saposin-like type B, region 2"
PF03491,,"Serotonin (5-HT) neurotransmitter transporter, N-terminus"
PF03492,CL0063,SAM dependent carboxyl methyltransferase
PF03493,CL0582,Calcium-activated BK potassium channel alpha subunit
PF03494,,Beta-amyloid peptide (beta-APP)
PF03495,CL0689,Clostridial binary toxin B/anthrax toxin PA Ca-binding domain
PF03496,CL0084,ADP-ribosyltransferase exoenzyme
PF03497,,Anthrax toxin LF subunit
PF03498,CL0066,Cytolethal distending toxin A/C domain
PF03500,CL0210,Cellulose synthase subunit D
PF03501,CL0123,Plectin/S10 domain
PF03502,CL0193,"Nucleoside-specific channel-forming protein, Tsx"
PF03503,,Chlamydia cysteine-rich outer membrane protein 3
PF03504,CL0159,Chlamydia cysteine-rich outer membrane protein 6
PF03505,CL0202,Clostridium enterotoxin
PF03506,,Influenza C non-structural protein (NS1)
PF03507,,CagA exotoxin phosphopeptide substrate mimic region
PF03508,,Gap junction alpha-1 protein (Cx43)
PF03509,,Gap junction alpha-8 protein (Cx50)
PF03510,CL0124,2C endopeptidase (C24) cysteine protease family
PF03511,CL0020,Fanconi anaemia group A protein C-terminal domain
PF03512,CL0103,Glycosyl hydrolase family 52
PF03513,CL0858,Cloacin immunity protein
PF03514,CL0063,GRAS domain family
PF03515,CL0446,Colicin-like bacteriocin tRNase domain
PF03516,,Filaggrin
PF03517,CL0266,Regulator of volume decrease after cellular swelling
PF03519,CL0097,Invasion protein B family
PF03520,,KCNQ voltage-gated potassium channel
PF03521,,Kv2 voltage-gated K+ channel
PF03522,,Solute carrier family 12
PF03523,,Macrophage scavenger receptor
PF03524,CL0159,Conjugal transfer protein
PF03525,CL0266,Meiotic recombination protein Rec7 N-terminal domain
PF03526,,Colicin E1 (microcin) immunity protein
PF03527,CL0877,RHS protein
PF03528,,Rabaptin
PF03529,,Otx1 transcription factor
PF03530,,Calcium-activated SK potassium channel
PF03531,CL0266,Structure-specific recognition protein (SSRP1)
PF03532,,OMS28 porin
PF03533,,SPO11 homologue
PF03534,,Salmonella virulence plasmid 65kDa B protein
PF03535,,Paxillin family
PF03536,CL0625,Salmonella virulence-associated 28kDa protein
PF03537,CL0036,Glycoside-hydrolase family GH114
PF03538,,Salmonella virulence plasmid 28.1kDa A protein
PF03539,CL0129,Spumavirus aspartic protease (A9)
PF03540,CL0012,Transcription initiation factor TFIID 23-30kDa subunit
PF03542,,Tuberin
PF03543,CL0125,Yersinia/Haemophilus virulence surface antigen
PF03544,CL0428,Gram-negative bacterial TonB protein C-terminal
PF03545,,Yersinia virulence determinant (YopE)
PF03546,,Treacher Collins syndrome protein Treacle
PF03547,CL0064,Membrane transport protein
PF03548,CL0048,Outer membrane lipoprotein carrier protein LolA
PF03549,,Translocated intimin receptor (Tir) intimin-binding domain
PF03550,CL0048,Outer membrane lipoprotein LolB
PF03551,CL0123,Transcriptional regulator PadR-like family
PF03552,CL0110,Cellulose synthase
PF03553,CL0182,Na+/H+ antiporter family
PF03554,CL0146,UL73 viral envelope glycoprotein  
PF03555,,Influenza C non-structural protein (NS2)
PF03556,CL0220,Cullin binding
PF03557,,Bunyavirus glycoprotein G1
PF03558,CL0571,TBSV core protein P21/P22
PF03559,CL0261,"NDP-hexose 2,3-dehydratase"
PF03561,CL0202,Allantoicase repeat
PF03562,CL0733,MltA specific insert domain
PF03563,CL0543,Bunyavirus glycoprotein G2
PF03564,CL0523,Protein of unknown function (DUF1759)
PF03566,CL0055,Peptidase family A21
PF03567,CL0023,Sulfotransferase family
PF03568,CL0093,Peptidase family C50
PF03569,CL0125,Peptidase family C8
PF03571,CL0126,Peptidase family M49
PF03572,CL0127,Peptidase family S41
PF03573,CL0193,"outer membrane porin, OprD family"
PF03574,,Peptidase family S48
PF03575,CL0014,Peptidase family S51
PF03576,CL0635,Peptidase family S58 
PF03577,CL0052,Peptidase family C69
PF03578,,HGWP repeat
PF03579,,Small hydrophobic protein
PF03580,,Herpesvirus UL14-like protein
PF03581,,Herpesvirus UL33-like protein
PF03583,CL0028,Secretory lipase 
PF03584,,Herpesvirus ICP4-like protein N-terminal region
PF03585,,Herpesvirus ICP4-like protein C-terminal region
PF03586,,Herpesvirus UL36 tegument protein
PF03587,CL0098,EMG1/NEP1 methyltransferase
PF03588,CL0257,Leucyl/phenylalanyl-tRNA protein transferase
PF03589,,Antitermination protein
PF03590,CL0040,Aspartate-ammonia ligase
PF03591,,AzlC protein
PF03592,,Terminase small subunit 
PF03594,CL0062,Benzoate membrane transport protein
PF03595,,Voltage-dependent anion channel
PF03596,CL0292,Cadmium resistance transporter
PF03597,,Cytochrome oxidase maturation protein cbb3-type
PF03598,,CO dehydrogenase/acetyl-CoA synthase complex beta subunit
PF03599,CL0036,CO dehydrogenase/acetyl-CoA synthase delta subunit
PF03600,CL0182,Citrate transporter
PF03601,CL0064,Conserved hypothetical protein 698
PF03602,CL0063,Conserved hypothetical protein 95
PF03603,,DNA polymerase III psi subunit
PF03604,CL0167,"DNA directed RNA polymerase, 7 kDa subunit"
PF03605,CL0182,Anaerobic c4-dicarboxylate membrane transporter
PF03606,CL0182,C4-dicarboxylate anaerobic carrier
PF03607,CL0072,Doublecortin
PF03608,,PTS system enzyme II sorbitol-specific factor
PF03609,,PTS system sorbose-specific iic component
PF03610,CL0245,PTS system fructose IIA component
PF03611,,PTS system sugar-specific permease component
PF03612,,Sorbitol phosphotransferase enzyme II N-terminus
PF03613,,PTS system mannose/fructose/sorbose family IID component
PF03614,,Repressor of phase-1 flagellin
PF03615,CL0274,GCM motif protein
PF03616,CL0064,Sodium/glutamate symporter
PF03617,,IBV 3A protein 
PF03618,CL0023,Kinase/pyrophosphorylase
PF03619,CL0192,Organic solute transporter Ostalpha
PF03620,,IBV 3C protein
PF03621,,MbtH-like protein
PF03622,,IBV 3B protein 
PF03623,,Focal adhesion targeting region
PF03625,,Domain of unknown function DUF302 
PF03626,,Prokaryotic Cytochrome C oxidase subunit IV 
PF03627,CL0204,PapG carbohydrate binding domain
PF03628,CL0204,PapG chaperone-binding domain 
PF03629,CL0264,"Carbohydrate esterase, sialic acid-specific acetylesterase"
PF03630,CL0108,Fumble 
PF03631,,Virulence factor BrkB
PF03632,CL0059,Glycosyl hydrolase family 65 central catalytic domain
PF03633,CL0749,"Glycosyl hydrolase family 65, C-terminal domain "
PF03634,CL0123,TCP family transcription factor
PF03635,CL0020,Vacuolar protein sorting-associated protein 35 
PF03636,CL0103,"Glycosyl hydrolase family 65, N-terminal domain "
PF03637,,Mob1/phocein family
PF03638,CL0809,"Tesmin/TSO1-like CXC domain, cysteine-rich domain"
PF03639,CL0103,Glycosyl hydrolase family 81 N-terminal domain
PF03640,,Secreted repeat of unknown function
PF03641,CL0349,Possible lysine decarboxylase
PF03642,,MAP domain
PF03643,CL0135,Vacuolar protein sorting-associated protein 26 
PF03644,CL0036,Glycosyl hydrolase family 85 
PF03645,,Tctex-1 family
PF03646,,FlaG protein
PF03647,,Transmembrane proteins 14C
PF03648,CL0546,Glycosyl hydrolase family 67 N-terminus
PF03649,,Uncharacterised protein family (UPF0014)
PF03650,CL0141,Mitochondrial pyruvate carriers
PF03652,CL0580,Holliday junction resolvase
PF03653,CL0430,Uncharacterised protein family (UPF0093)
PF03656,CL0392,Pam16
PF03657,CL0178,UPF0113 PUA domain
PF03658,CL0072,RnfH family Ubiquitin
PF03659,CL0036,Glycosyl hydrolase family 71
PF03660,,PHF5-like protein
PF03661,,Transmembrane protein 33/Nucleoporin POM33
PF03662,CL0036,"Glycosyl hydrolase family 79, N-terminal domain "
PF03663,CL0059,Glycosyl hydrolase family 76 
PF03664,CL0143,Glycosyl hydrolase family 62 
PF03665,CL0366,Uncharacterised protein family (UPF0172)
PF03666,CL0435,Nitrogen Permease regulator of amino acid transport activity 3
PF03668,CL0023,RapZ-like N-terminal domain
PF03669,,PAT complex subunit Asterix
PF03670,,Uncharacterised protein family (UPF0184)
PF03671,CL0072,Ubiquitin fold modifier 1 protein
PF03672,,Uncharacterised protein family (UPF0154)
PF03673,,Uncharacterised protein family (UPF0128)
PF03676,,Phagosome assembly factor 1
PF03677,,Uncharacterised protein family (UPF0137)
PF03678,CL0055,"Hexon, adenovirus major coat protein, C-terminal domain"
PF03682,,Uncharacterised protein family (UPF0158)
PF03683,CL0123,Uncharacterised protein family (UPF0175)
PF03684,,Uncharacterised protein family (UPF0179)
PF03685,,Uncharacterised protein family (UPF0147)
PF03686,CL0063,Uncharacterised protein family (UPF0146)
PF03687,CL0193,Uncharacterised protein family (UPF0164)
PF03688,CL0055,"Nepovirus coat protein, C-terminal domain"
PF03689,CL0055,"Nepovirus coat protein, N-terminal domain"
PF03690,CL0137,Uncharacterised protein family (UPF0160)
PF03691,,Uncharacterised protein family (UPF0167)
PF03692,,Putative zinc- or iron-chelating domain
PF03693,CL0057,Bacterial antitoxin of ParD toxin-antitoxin type II system and RHH
PF03694,,Erg28 like protein
PF03695,,Uncharacterised protein family (UPF0149)
PF03698,,Uncharacterised protein family (UPF0180)
PF03699,,Uncharacterised protein family (UPF0182)
PF03700,,"Sorting nexin, N-terminal domain "
PF03701,,Uncharacterised protein family (UPF0181)
PF03702,CL0108,Anhydro-N-acetylmuramic acid kinase
PF03703,CL0266,Bacterial PH domain
PF03704,CL0020,Bacterial transcriptional activator domain
PF03705,,"CheR methyltransferase, all-alpha domain"
PF03706,,Lysylphosphatidylglycerol synthase TM region
PF03707,,Bacterial signalling protein N terminal repeat
PF03708,,"Avian retrovirus envelope protein, gp85 "
PF03709,CL0304,"Orn/Lys/Arg decarboxylase, N-terminal domain"
PF03710,CL0260,Glutamate-ammonia ligase adenylyltransferase
PF03711,,"Orn/Lys/Arg decarboxylase, C-terminal domain"
PF03712,CL0612,"Copper type II ascorbate-dependent monooxygenase, C-terminal domain"
PF03713,CL0044,Domain of unknown function (DUF305)
PF03714,CL0287,Bacterial pullanase-associated domain
PF03715,,Noc2p family
PF03716,,WCCH motif 
PF03717,CL0776,Penicillin-binding Protein dimerisation domain
PF03718,CL0268,Glycosyl hydrolase family 49
PF03719,CL0329,"Ribosomal protein S5, C-terminal domain"
PF03720,CL0039,"UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain"
PF03721,CL0063,"UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain"
PF03722,,"Hemocyanin, all-alpha domain"
PF03723,CL0159,"Hemocyanin, ig-like domain"
PF03724,CL0116,META domain
PF03725,,"3' exoribonuclease family, domain 2"
PF03726,,"Polyribonucleotide nucleotidyltransferase, RNA binding domain"
PF03727,CL0108,Hexokinase
PF03728,,"Viral DNA-binding protein, zinc binding domain"
PF03729,,Short repeat of unknown function (DUF308)
PF03730,,Ku70/Ku80 C-terminal arm
PF03731,CL0128,Ku70/Ku80 N-terminal alpha/beta domain
PF03732,CL0523,Retrotransposon gag protein 
PF03733,,Inner membrane component domain
PF03734,CL0508,"L,D-transpeptidase catalytic domain"
PF03735,,ENT domain
PF03736,CL0186,EPTP domain
PF03737,CL0364,Aldolase/RraA
PF03738,CL0179,Glutathionylspermidine synthase preATP-grasp
PF03739,CL0404,Lipopolysaccharide export system permease LptF/LptG
PF03740,CL0036,Pyridoxal phosphate biosynthesis protein PdxJ
PF03741,CL0292,Integral membrane protein TerC family
PF03742,,PetN 
PF03743,,Bacterial conjugation TrbI-like protein 
PF03744,,6-carboxyhexanoate--CoA ligase
PF03745,,Domain of unknown function (DUF309)
PF03746,CL0158,LamB/YcsF family
PF03747,,ADP-ribosylglycohydrolase
PF03748,CL0433,Flagellar basal body-associated protein FliL
PF03749,CL0236,Sugar fermentation stimulation protein RE domain
PF03750,,Csm2 Type III-A
PF03752,,Short repeats of unknown function
PF03753,,Human herpesvirus 6 immediate early protein 
PF03754,CL0405,B3 domain-containing protein At2g31720-like
PF03755,,"Endoribonuclease YicC-like, N-terminal region "
PF03756,CL0050,A-factor biosynthesis hotdog domain
PF03759,,PRONE (Plant-specific Rop nucleotide exchanger)
PF03760,,Late embryogenesis abundant (LEA) group 1 
PF03761,CL0124,Nematode trypsin-6-like family
PF03762,CL0568,Vitelline membrane outer layer protein I (VOMI) 
PF03763,,"Remorin, C-terminal region "
PF03764,CL0329,"Elongation factor G, domain IV"
PF03765,CL0214,"CRAL/TRIO, N-terminal domain"
PF03766,,"Remorin, N-terminal region "
PF03767,CL0137,"HAD superfamily, subfamily IIIB (Acid phosphatase)"
PF03768,CL0193,"Attacin, N-terminal region"
PF03769,CL0193,"Attacin, C-terminal region"
PF03770,CL0016,Inositol polyphosphate kinase 
PF03771,,Domain of unknown function (DUF317)
PF03772,,Competence protein
PF03773,CL0182,Predicted permease
PF03775,CL0268,"Septum formation inhibitor MinC, C-terminal domain"
PF03776,,Septum formation topological specificity factor MinE
PF03777,,ChpA-C  
PF03778,,Protein of unknown function (DUF321) 
PF03779,,SPW repeat domain
PF03780,,"Asp23 family, cell envelope-related function"
PF03781,CL0056,Sulfatase-modifying factor enzyme 1
PF03782,,AMOP domain
PF03783,CL0342,Curli production assembly/transport component CsgG
PF03784,,Cyclotide family
PF03785,CL0159,"Peptidase family C25, C terminal ig-like domain"
PF03786,CL0036,D-mannonate dehydratase (UxuA)
PF03787,CL0362,RAMP superfamily
PF03788,,LrgA family
PF03789,,ELK domain 
PF03790,,KNOX1 domain 
PF03791,,KNOX2 domain 
PF03792,,PBC domain
PF03793,,PASTA domain
PF03795,CL0032,YCII-related domain
PF03796,CL0023,DnaB-like helicase C terminal domain
PF03797,CL0193,Autotransporter beta-domain
PF03798,,TLC domain
PF03799,,"Cell division protein FtsQ/DivIB, C-terminal"
PF03800,CL0188,Nuf2 family
PF03801,CL0188,HEC/Ndc80p family
PF03802,,Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
PF03803,CL0395,Scramblase 
PF03804,,Viral proteins of unknown function
PF03805,,Cytoadherence-linked asexual protein
PF03806,CL0182,AbgT putative transporter family
PF03807,CL0063,NADP oxidoreductase coenzyme F420-dependent
PF03808,CL0063,Glycosyl transferase WecG/TagA/CpsF family
PF03810,CL0020,Importin-beta N-terminal domain
PF03811,CL0167,InsA N-terminal domain
PF03812,CL0064,2-keto-3-deoxygluconate permease
PF03813,CL0260,Nrap protein domain 1
PF03814,CL0030,Potassium-transporting ATPase A subunit
PF03815,CL0513,LCCL domain
PF03816,,LytR_cpsA_psr family
PF03817,,Malonate transporter MadL subunit
PF03818,,Malonate/sodium symporter MadM subunit
PF03819,CL0231,MazG nucleotide pyrophosphohydrolase domain
PF03820,,Sideroflexins
PF03821,CL0347,Golgi 4-transmembrane spanning transporter
PF03822,CL0573,NAF domain
PF03823,,Neurokinin B
PF03824,CL0292,High-affinity nickel-transport protein
PF03825,CL0015,Nucleoside H+ symporter
PF03826,,OAR motif
PF03827,,Orexin receptor type 2
PF03828,,Cid1 family poly A polymerase
PF03829,CL0742,PTS system glucitol/sorbitol-specific IIA component
PF03830,,PTS system sorbose subfamily IIB component
PF03831,CL0010,PhnA domain
PF03832,,WSK motif
PF03833,,"DNA polymerase II large subunit DP2, N-terminal"
PF03834,CL0236,Binding domain of DNA repair protein Ercc1 (rad10/Swi10)
PF03835,CL0125,Rad4 transglutaminase-like domain
PF03836,,RasGAP C-terminus
PF03837,,RecT family
PF03838,CL0236,Recombination protein U
PF03839,,Translocation protein Sec62
PF03840,,Preprotein translocase SecG subunit
PF03841,CL0061,L-seryl-tRNA selenium transferase
PF03842,,Silicon transporter
PF03843,,Outer membrane lipoprotein Slp family
PF03845,CL0062,Spore germination protein
PF03846,CL0023,Cell division inhibitor SulA
PF03847,CL0012,Transcription initiation factor TFIID subunit A
PF03848,CL0063,Tellurite resistance protein TehB
PF03849,,Transcription factor Tfb2
PF03850,CL0128,Transcription factor Tfb4
PF03851,CL0036,UV-endonuclease UvdE
PF03852,CL0236,DNA mismatch endonuclease Vsr
PF03853,CL0063,YjeF-related protein N-terminus
PF03854,CL0229,P-11 zinc finger
PF03855,,M-factor
PF03856,,Beta-glucosidase (SUN family)
PF03857,,Colicin immunity protein
PF03858,,Crustacean neurohormone H
PF03859,,CG-1 domain
PF03860,,Domain of Unknown Function (DUF326) 
PF03861,,ANTAR domain
PF03862,,SpoVAC/SpoVAEB sporulation membrane protein
PF03863,,Phage maturation protein
PF03864,CL0373,Phage major capsid protein E
PF03865,CL0193,Haemolysin secretion/activation protein ShlB/FhaC/HecB
PF03866,,Hydrophobic abundant protein (HAP)        
PF03867,,"Fushi tarazu (FTZ), N-terminal region"
PF03868,,"Ribosomal protein L6, N-terminal domain"
PF03869,CL0057,Arc-like DNA binding domain
PF03870,CL0021,RNA polymerase Rpb8
PF03871,CL0236,"RNA polymerase Rpb5, N-terminal domain"
PF03872,CL0645,"Anti sigma-E protein RseA, N-terminal domain"
PF03873,,"Anti sigma-E protein RseA, C-terminal domain"
PF03874,CL0426,RNA polymerase Rpb4
PF03875,,Statherin
PF03876,CL0319,SHS2 domain found in N terminus of Rpb7p/Rpc25p/MJ0397
PF03878,CL0112,YIF1
PF03879,,Cgr1 family
PF03880,CL0221,DbpA RNA binding domain   
PF03881,CL0016,Fructosamine kinase
PF03882,CL0123,MukF winged-helix domain
PF03883,CL0771,Peroxide stress protein YaaA
PF03884,CL0175,DNA gyrase inhibitor YacG
PF03885,,Protein of unknown function (DUF327)
PF03886,CL0342,ABC-type transport auxiliary lipoprotein component
PF03887,,YfbU domain
PF03888,CL0048,MucB/RseB N-terminal domain
PF03889,,Alternative ribosome-rescue factor A
PF03891,,Domain of unknown function (DUF333)
PF03892,CL0317,Nitrate reductase cytochrome c-type subunit (NapB)
PF03893,CL0028,Lipase 3 N-terminal region
PF03894,CL0254,D-xylulose 5-phosphate/D-fructose 6-phosphate phosphoketolase
PF03895,CL0193,YadA-like membrane anchor domain
PF03896,,"Translocon-associated protein (TRAP), alpha subunit"
PF03898,CL0055,Satellite tobacco necrosis virus coat protein
PF03899,CL0478,ATP synthase I chain
PF03900,,"Porphobilinogen deaminase, C-terminal domain"
PF03901,CL0111,Alg9-like mannosyltransferase family
PF03902,,Gal4-like dimerisation domain
PF03903,,Phage T4 tail fibre
PF03904,,Domain of unknown function (DUF334)
PF03905,,Coronavirus non-structural protein NS4
PF03906,,"Phage T7 tail fibre protein, N-terminal"
PF03907,,Spo7-like protein
PF03908,CL0445,Sec20
PF03909,,BSD domain  
PF03910,,Adenovirus minor core protein PV
PF03911,,Sec61beta family
PF03912,,Psb28 protein
PF03913,,Ragweed group 5 pollen allergen
PF03914,CL0020,CBF/Mak21 family
PF03915,,Actin interacting protein 3
PF03916,CL0308,"Polysulphide reductase, NrfD"
PF03917,CL0063,"Eukaryotic glutathione synthase, ATP binding domain"
PF03918,,Cytochrome C biogenesis protein
PF03919,CL0021,"mRNA capping enzyme, C-terminal domain"
PF03920,,Groucho/TLE N-terminal Q-rich domain
PF03921,CL0159,"Intercellular adhesion molecule (ICAM), N-terminal domain"
PF03922,CL0193,OmpW family
PF03923,CL0342,Uncharacterized lipoprotein
PF03924,CL0165,CHASE domain
PF03925,,SeqA protein C-terminal domain
